V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,recorded-deaths,Deaths
6157,,2021,2021,K04000001,England and Wales,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
351,,2021,2021,E12000003,Yorkshire and The Humber,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1414,,2021,2021,E12000004,East Midlands,week-1,Week 1,total-registered-deaths,Total registered deaths
816,,2021,2021,E12000006,East of England,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
12254,,2020,2020,K04000001,England and Wales,week-1,Week 1,total-registered-deaths,Total registered deaths
550,,2021,2021,E12000005,West Midlands,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
858,,2021,2021,E12000001,North East,week-1,Week 1,total-registered-deaths,Total registered deaths
2138,,2021,2021,E12000007,London,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1814,,2020,2020,E12000008,South East,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000005,West Midlands,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2082,,2021,2021,E12000006,East of England,week-1,Week 1,total-registered-deaths,Total registered deaths
425,,2021,2021,E12000003,Yorkshire and The Humber,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
285,,2021,2021,E12000009,South West,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000001,North East,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
454,,2021,2021,W92000004,Wales,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1235,,2021,2021,E12000008,South East,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1349,,2020,2020,E12000005,West Midlands,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000006,East of England,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
787,,2020,2020,W92000004,Wales,week-1,Week 1,total-registered-deaths,Total registered deaths
1162,,2020,2020,E12000006,East of England,week-1,Week 1,total-registered-deaths,Total registered deaths
1640,,2021,2021,E12000003,Yorkshire and The Humber,week-1,Week 1,total-registered-deaths,Total registered deaths
578,,2021,2021,E12000002,North West,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6057,,2021,2021,K04000001,England and Wales,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
410,,2021,2021,E12000004,East Midlands,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
440,,2021,2021,E12000004,East Midlands,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2950,,2021,2021,E12000008,South East,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000004,East Midlands,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000002,North West,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1240,,2020,2020,E12000003,Yorkshire and The Humber,week-1,Week 1,total-registered-deaths,Total registered deaths
1198,,2021,2021,W92000004,Wales,week-1,Week 1,total-registered-deaths,Total registered deaths
1806,,2020,2020,E12000002,North West,week-1,Week 1,total-registered-deaths,Total registered deaths
307,,2021,2021,E12000009,South West,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1570,,2021,2021,E12000009,South West,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000003,Yorkshire and The Humber,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1113,,2020,2020,E12000007,London,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000008,South East,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
567,,2021,2021,E12000005,West Midlands,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
673,,2020,2020,E12000001,North East,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000007,London,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000001,North East,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000003,Yorkshire and The Humber,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000002,North West,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1225,,2020,2020,E12000009,South West,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,W92000004,Wales,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000008,South East,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1234,,2021,2021,E12000007,London,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1047,,2021,2021,E12000007,London,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2090,,2021,2021,E12000002,North West,week-1,Week 1,total-registered-deaths,Total registered deaths
391,,2021,2021,W92000004,Wales,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1060,,2020,2020,E12000004,East Midlands,week-1,Week 1,total-registered-deaths,Total registered deaths
17751,,2021,2021,K04000001,England and Wales,week-1,Week 1,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000005,West Midlands,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
608,,2021,2021,E12000002,North West,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000006,East of England,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1785,,2021,2021,E12000005,West Midlands,week-1,Week 1,total-registered-deaths,Total registered deaths
199,,2021,2021,E12000001,North East,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
229,,2021,2021,E12000001,North East,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,W92000004,Wales,week-1,Week 1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000004,East Midlands,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
879,,2021,2021,E12000006,East of England,week-1,Week 1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
564,,2020,2020,E12000001,North East,week-6,Week 6,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000004,East Midlands,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1456,,2021,2021,E12000004,East Midlands,week-6,Week 6,total-registered-deaths,Total registered deaths
1670,,2021,2021,E12000005,West Midlands,week-6,Week 6,total-registered-deaths,Total registered deaths
10986,,2020,2020,K04000001,England and Wales,week-6,Week 6,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000003,Yorkshire and The Humber,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000001,North East,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
922,,2020,2020,E12000004,East Midlands,week-6,Week 6,total-registered-deaths,Total registered deaths
229,,2021,2021,E12000001,North East,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
557,,2021,2021,E12000004,East Midlands,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
476,,2021,2021,E12000009,South West,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1550,,2021,2021,E12000009,South West,week-6,Week 6,total-registered-deaths,Total registered deaths
763,,2021,2021,E12000001,North East,week-6,Week 6,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000003,Yorkshire and The Humber,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
433,,2021,2021,E12000004,East Midlands,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000004,East Midlands,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
760,,2021,2021,W92000004,Wales,week-6,Week 6,total-registered-deaths,Total registered deaths
347,,2021,2021,E12000003,Yorkshire and The Humber,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000008,South East,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1729,,2020,2020,E12000008,South East,week-6,Week 6,total-registered-deaths,Total registered deaths
216,,2021,2021,W92000004,Wales,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
974,,2021,2021,E12000008,South East,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000007,London,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2446,,2021,2021,E12000008,South East,week-6,Week 6,total-registered-deaths,Total registered deaths
698,,2021,2021,E12000002,North West,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1052,,2020,2020,E12000005,West Midlands,week-6,Week 6,total-registered-deaths,Total registered deaths
1529,,2020,2020,E12000002,North West,week-6,Week 6,total-registered-deaths,Total registered deaths
1157,,2020,2020,E12000009,South West,week-6,Week 6,total-registered-deaths,Total registered deaths
1,,2020,2020,K04000001,England and Wales,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000005,West Midlands,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000002,North West,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1866,,2021,2021,E12000006,East of England,week-6,Week 6,total-registered-deaths,Total registered deaths
588,,2021,2021,E12000005,West Midlands,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1072,,2020,2020,E12000003,Yorkshire and The Humber,week-6,Week 6,total-registered-deaths,Total registered deaths
1545,,2021,2021,E12000007,London,week-6,Week 6,total-registered-deaths,Total registered deaths
316,,2021,2021,E12000003,Yorkshire and The Humber,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
196,,2021,2021,W92000004,Wales,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
718,,2021,2021,E12000007,London,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
987,,2020,2020,E12000007,London,week-6,Week 6,total-registered-deaths,Total registered deaths
0,,2020,2020,W92000004,Wales,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
710,,2021,2021,E12000008,South East,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5691,,2021,2021,K04000001,England and Wales,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4613,,2021,2021,K04000001,England and Wales,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,W92000004,Wales,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000005,West Midlands,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
648,,2021,2021,E12000002,North West,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
15354,,2021,2021,K04000001,England and Wales,week-6,Week 6,total-registered-deaths,Total registered deaths
690,,2020,2020,W92000004,Wales,week-6,Week 6,total-registered-deaths,Total registered deaths
375,,2021,2021,E12000009,South West,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000006,East of England,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000009,South West,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
808,,2021,2021,E12000006,East of England,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1274,,2021,2021,E12000003,Yorkshire and The Humber,week-6,Week 6,total-registered-deaths,Total registered deaths
1,,2020,2020,E12000006,East of England,week-6,Week 6,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000008,South East,week-6,Week 6,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
